callid,agentid,customerid,pickedup,duration,productsold,transaction_date
1898,6,358,1,191,1,2024-04-26
1899,6,114,0,0,0,2024-06-05
1900,1,280,0,0,0,2024-05-03
1901,5,65,1,143,0,2024-03-23
1902,6,972,0,0,0,2024-09-27
1903,6,384,1,256,0,2024-01-23
1904,8,832,1,226,0,2024-03-19
1905,5,579,1,204,1,2024-05-19
1906,3,10,1,163,0,2024-07-28
1907,2,935,1,47,0,2024-10-13
1908,9,316,1,191,0,2024-04-07
1909,3,369,1,136,0,2024-05-08
1910,10,959,0,0,0,2024-03-20
1911,8,527,1,142,1,2024-07-16
1912,3,834,1,220,1,2024-09-19
1913,2,969,1,77,0,2024-03-29
1914,3,451,0,0,0,2024-03-11
1915,3,945,1,203,0,2024-02-07
1916,3,961,0,0,0,2024-02-17
1917,7,793,1,189,1,2024-07-17
1918,7,409,1,234,1,2024-04-01
1919,5,696,0,0,0,2024-01-24
1920,0,28,1,193,0,2024-06-01
1921,5,905,1,186,0,2024-08-14
1922,7,240,1,201,0,2024-04-06
1923,9,415,0,0,0,2024-02-24
1924,4,743,0,0,0,2024-04-07
1925,4,900,0,0,0,2024-08-04
1926,9,876,1,190,1,2024-04-22
1927,4,896,1,141,0,2024-10-03
1928,2,207,0,0,0,2024-02-22
1929,7,846,1,101,0,2024-02-01
1930,8,195,1,270,0,2024-08-16
1931,6,99,1,165,1,2024-09-06
1932,5,157,1,182,0,2024-08-09
1933,7,144,0,0,0,2024-11-28
1934,2,417,1,160,0,2024-08-09
1935,7,858,1,190,0,2024-09-04
1936,9,884,1,166,1,2024-05-12
1937,7,965,1,164,0,2024-11-08
1938,6,515,0,0,0,2024-12-24
1939,2,854,0,0,0,2024-02-03
1940,3,117,0,0,0,2024-04-23
1941,5,694,1,184,0,2024-12-19
1942,9,557,0,0,0,2024-05-23
1943,1,140,1,246,0,2024-11-28
1944,3,973,1,93,0,2024-09-24
1945,6,373,1,193,1,2024-12-09
1946,2,233,0,0,0,2024-12-10
1947,5,326,1,217,1,2024-05-14
1948,0,357,1,156,0,2024-01-25
1949,7,798,1,182,1,2024-02-16
1950,0,228,1,181,0,2024-02-16
1951,5,376,1,120,1,2024-05-25
1952,9,906,1,207,0,2024-06-08
1953,10,48,1,218,1,2024-01-14
1954,7,913,1,36,0,2024-08-07
1955,7,474,0,0,0,2024-02-04
1956,5,596,1,173,0,2024-12-03
1957,4,312,1,175,0,2024-06-13
1958,5,621,1,158,0,2024-11-15
1959,1,427,1,174,0,2024-05-26
1960,3,361,0,0,0,2024-11-26
1961,2,68,0,0,0,2024-11-25
1962,9,695,1,142,0,2024-07-12
1963,7,488,1,193,0,2024-10-05
1964,8,918,1,224,0,2024-09-20
1965,7,911,1,173,0,2024-02-02
1966,9,2,1,253,0,2024-05-31
1967,10,337,1,161,1,2024-10-13
1968,7,224,1,156,0,2024-07-31
1969,10,753,0,0,0,2024-06-08
1970,4,381,1,194,0,2024-10-06
1971,8,482,0,0,0,2024-10-09
1972,0,471,0,0,0,2024-11-19
1973,2,917,1,157,0,2024-12-03
1974,2,246,1,215,0,2024-01-21
1975,7,216,0,0,0,2024-06-06
1976,10,569,0,0,0,2024-01-12
1977,10,729,0,0,0,2024-08-02
1978,2,154,1,168,1,2024-05-25
1979,10,285,1,82,1,2024-05-20
1980,8,605,1,148,0,2024-05-31
1981,0,240,0,0,0,2024-01-16
1982,8,169,0,0,0,2024-01-29
1983,6,289,1,243,0,2024-02-20
1984,5,722,1,81,0,2024-09-01
1985,6,597,1,270,0,2024-02-20
1986,5,574,1,195,0,2024-03-16
1987,8,186,1,195,1,2024-04-14
1988,2,641,1,225,1,2024-04-12
1989,5,252,0,0,0,2024-07-02
1990,6,689,1,133,0,2024-04-09
1991,5,195,1,180,0,2024-08-08
1992,7,385,1,111,0,2024-01-12
1993,6,346,1,118,0,2024-04-29
1994,9,466,1,230,0,2024-04-23
1995,4,494,1,172,1,2024-08-19
1996,9,833,1,220,0,2024-10-03
1997,5,503,1,207,0,2024-04-07
1998,3,341,0,0,0,2024-10-07
1999,1,116,1,199,0,2024-07-12
2000,0,59,0,0,0,2024-06-06
2001,3,829,0,0,0,2024-05-22
2002,9,706,1,142,1,2024-08-02
2003,4,33,1,123,0,2024-09-21
2004,4,647,1,114,1,2024-03-15
2005,7,914,1,210,0,2024-10-01
2006,3,990,1,133,0,2024-01-17
2007,7,925,0,0,0,2024-08-02
2008,5,390,1,181,0,2024-04-13
2009,7,565,0,0,0,2024-01-23
2010,3,740,1,222,1,2024-09-12
2011,9,830,1,203,0,2024-06-01
2012,4,877,1,200,1,2024-09-30
2013,1,510,1,184,1,2024-03-30
2014,10,997,0,0,0,2024-10-02
2015,0,424,1,165,0,2024-01-09
2016,6,247,0,0,0,2024-02-22
2017,5,697,1,241,0,2024-05-20
2018,4,771,1,99,0,2024-05-23
2019,9,417,1,102,0,2024-06-22
2020,1,17,1,180,0,2024-10-23
2021,10,426,1,203,0,2024-03-04
2022,7,689,1,217,1,2024-05-14
2023,1,711,1,131,0,2024-06-18
2024,0,723,1,165,1,2024-08-03
2025,2,240,1,158,0,2024-10-13
2026,5,400,0,0,0,2024-04-12
2027,0,71,1,226,0,2024-09-28
2028,0,150,1,224,1,2024-06-20
2029,0,146,0,0,0,2024-05-22
2030,0,192,1,138,0,2024-01-03
2031,8,270,1,124,1,2024-02-13
2032,8,979,1,113,1,2024-01-01
2033,8,189,0,0,0,2024-01-25
2034,5,357,1,174,0,2024-02-18
2035,9,341,1,203,0,2024-10-06
2036,10,720,1,224,1,2024-08-29
2037,9,869,1,151,1,2024-02-18
2038,1,617,1,103,1,2024-06-28
2039,2,984,1,134,0,2024-05-25
2040,4,753,1,155,0,2024-04-18
2041,8,127,0,0,0,2024-08-17
2042,0,505,1,215,1,2024-09-11
2043,2,614,0,0,0,2024-08-03
2044,2,901,1,189,0,2024-10-28
2045,10,390,1,174,1,2024-02-24
2046,9,57,1,220,0,2024-12-31
2047,3,268,1,233,0,2024-11-25
2048,4,943,1,280,1,2024-02-29
2049,0,421,1,188,0,2024-10-15
2050,9,795,0,0,0,2024-05-07
2051,2,716,1,128,1,2024-11-26
2052,4,96,0,0,0,2024-02-02
2053,6,360,1,164,0,2024-06-21
2054,2,366,1,271,0,2024-05-03
2055,4,946,1,102,1,2024-05-07
2056,2,898,1,151,0,2024-01-19
2057,10,847,1,176,0,2024-09-19
2058,7,251,0,0,0,2024-09-22
2059,3,206,1,191,0,2024-09-27
2060,8,537,1,110,0,2024-06-26
2061,8,737,1,213,0,2024-02-02
2062,5,132,1,119,0,2024-11-07
2063,6,899,1,227,1,2024-11-18
2064,7,134,1,191,0,2024-04-06
2065,4,446,0,0,0,2024-04-01
2066,6,52,0,0,0,2024-02-18
2067,7,143,1,118,0,2024-04-28
2068,7,464,1,243,0,2024-09-03
2069,1,263,0,0,0,2024-09-07
2070,3,603,0,0,0,2024-09-29
2071,8,193,0,0,0,2024-01-06
2072,2,627,1,199,0,2024-05-05
2073,0,436,1,146,0,2024-10-28
2074,4,460,1,166,0,2024-09-22
2075,3,118,0,0,0,2024-10-14
2076,3,868,0,0,0,2024-06-11
2077,5,8,1,193,0,2024-10-25
2078,0,505,1,159,0,2024-04-19
2079,2,823,1,159,0,2024-07-23
2080,0,264,1,170,1,2024-03-21
2081,9,88,1,231,1,2024-12-15
2082,0,796,1,172,0,2024-06-21
2083,5,745,0,0,0,2024-11-07
2084,10,424,1,188,0,2024-01-17
2085,9,52,1,199,0,2024-12-30
2086,1,692,1,161,1,2024-01-10
2087,8,355,1,148,1,2024-03-11
2088,9,94,1,174,0,2024-10-17
2089,3,307,1,290,0,2024-05-01
2090,10,484,0,0,0,2024-06-13
2091,6,821,1,166,1,2024-03-06
2092,5,238,1,211,1,2024-12-25
2093,0,457,1,222,1,2024-11-15
2094,6,32,0,0,0,2024-01-05
2095,9,897,1,180,0,2024-04-02
2096,7,201,1,200,0,2024-09-18
2097,3,831,0,0,0,2024-02-11
2098,7,542,0,0,0,2024-11-15
2099,9,783,1,212,1,2024-06-30
2100,3,541,0,0,0,2024-05-04
2101,7,207,1,82,0,2024-02-12
2102,0,981,0,0,0,2024-11-06
2103,7,934,1,93,0,2024-05-17
2104,4,718,1,193,0,2024-11-23
2105,9,638,0,0,0,2024-01-26
2106,1,814,1,182,0,2024-04-04
2107,9,777,1,178,0,2024-10-31
2108,8,562,0,0,0,2024-09-01
2109,2,740,1,170,0,2024-08-23
2110,0,993,1,250,0,2024-01-16
2111,10,480,1,64,1,2024-06-25
2112,1,669,1,209,1,2024-06-06
2113,0,232,0,0,0,2024-10-19
2114,2,968,1,100,0,2024-01-06
2115,9,523,1,183,0,2024-07-20
2116,2,619,1,204,1,2024-03-19
2117,3,91,1,171,0,2024-08-23
2118,9,938,1,161,0,2024-09-22
2119,6,908,0,0,0,2024-04-02
2120,1,382,1,236,0,2024-04-27
2121,6,43,0,0,0,2024-04-07
2122,5,222,1,187,1,2024-10-26
2123,6,212,1,172,0,2024-12-06
2124,7,329,1,181,0,2024-05-16
2125,9,512,1,220,0,2024-12-31
2126,10,116,1,156,1,2024-02-16
2127,10,265,0,0,0,2024-06-23
2128,10,301,0,0,0,2024-05-26
2129,1,293,1,128,0,2024-01-02
2130,4,806,1,204,0,2024-04-12
2131,10,961,1,204,0,2024-02-03
2132,3,594,1,178,0,2024-10-25
2133,0,369,1,217,0,2024-01-20
2134,0,182,0,0,0,2024-06-23
2135,9,258,0,0,0,2024-09-10
2136,4,990,1,210,0,2024-12-18
2137,3,748,1,212,0,2024-12-05
2138,9,634,1,113,0,2024-09-26
2139,4,230,1,109,0,2024-05-23
2140,5,248,1,205,0,2024-05-15
2141,5,337,0,0,0,2024-05-25
2142,8,312,1,181,0,2024-12-10
2143,10,597,0,0,0,2024-08-04
2144,2,855,1,159,1,2024-01-19
2145,0,981,1,130,0,2024-09-01
2146,1,974,0,0,0,2024-01-21
2147,4,969,1,255,0,2024-06-14
2148,6,397,1,168,0,2024-04-17
2149,0,264,0,0,0,2024-02-21
2150,1,657,0,0,0,2024-01-09
2151,6,879,1,131,0,2024-02-10
2152,10,389,1,199,1,2024-01-25
2153,7,235,1,173,0,2024-05-11
2154,2,306,1,194,1,2024-07-29
2155,10,939,0,0,0,2024-12-08
2156,6,288,1,151,0,2024-01-22
2157,3,224,1,184,0,2024-07-03
2158,4,174,1,125,0,2024-03-21
2159,6,53,1,85,1,2024-04-21
2160,0,3,1,230,0,2024-11-23
2161,9,30,0,0,0,2024-07-28
2162,2,709,0,0,0,2024-05-08
2163,6,539,1,151,1,2024-10-14
2164,10,710,0,0,0,2024-03-06
2165,2,735,0,0,0,2024-02-14
2166,9,764,0,0,0,2024-12-25
2167,8,576,1,257,0,2024-06-29
2168,9,927,1,119,0,2024-11-28
2169,1,998,0,0,0,2024-02-22
2170,9,383,0,0,0,2024-11-25
2171,7,614,1,222,1,2024-09-23
2172,8,173,1,156,1,2024-10-03
2173,7,539,1,194,0,2024-01-14
2174,1,48,0,0,0,2024-05-18
2175,1,571,1,130,1,2024-02-24
2176,5,769,1,155,0,2024-05-11
2177,3,361,1,205,0,2024-12-09
2178,2,941,1,270,0,2024-08-26
2179,7,547,1,187,1,2024-12-21
2180,7,432,1,224,0,2024-05-28
2181,5,956,1,202,0,2024-08-14
2182,8,211,1,212,1,2024-08-12
2183,1,485,1,189,0,2024-07-26
2184,10,707,1,234,0,2024-12-20
2185,1,862,1,163,0,2024-09-08
2186,1,221,1,181,0,2024-04-10
2187,5,547,0,0,0,2024-12-14
2188,0,531,1,128,1,2024-04-14
2189,10,358,1,127,0,2024-08-26
2190,5,390,1,229,0,2024-10-28
2191,1,948,1,189,0,2024-10-08
2192,10,16,1,171,1,2024-06-19
2193,6,990,1,90,0,2024-12-05
2194,2,870,1,223,0,2024-03-01
2195,0,831,1,119,0,2024-11-17
2196,0,636,0,0,0,2024-10-14
2197,0,941,1,207,0,2024-08-18
2198,6,850,1,176,0,2024-03-02
2199,1,180,1,171,0,2024-04-20
2200,1,256,1,167,0,2024-08-26
2201,0,470,0,0,0,2024-08-20
2202,4,608,1,123,1,2024-11-20
2203,1,567,0,0,0,2024-01-26
2204,10,949,1,292,1,2024-07-23
2205,9,454,1,156,0,2024-04-01
2206,4,545,1,198,0,2024-09-28
2207,1,248,1,255,1,2024-04-19
2208,8,343,0,0,0,2024-04-13
2209,4,685,0,0,0,2024-04-10
2210,10,657,1,202,0,2024-11-01
2211,4,813,1,257,0,2024-07-13
2212,8,182,1,179,0,2024-11-23
2213,3,302,1,148,1,2024-08-07
2214,8,45,1,273,0,2024-06-02
2215,4,466,1,179,0,2024-09-07
2216,9,121,1,101,0,2024-12-20
2217,0,776,1,126,0,2024-08-28
2218,10,46,1,67,0,2024-09-22
2219,1,733,1,221,0,2024-02-27
2220,4,335,1,156,0,2024-01-12
2221,7,792,1,99,1,2024-07-29
2222,8,661,1,139,0,2024-02-15
2223,7,414,1,213,0,2024-01-01
2224,0,482,1,191,0,2024-03-30
2225,10,176,1,249,0,2024-08-03
2226,6,14,1,214,1,2024-04-16
2227,4,599,1,140,0,2024-02-22
2228,10,449,0,0,0,2024-09-26
2229,4,630,0,0,0,2024-08-12
2230,9,949,0,0,0,2024-12-17
2231,10,89,0,0,0,2024-03-16
2232,1,722,1,190,0,2024-03-21
2233,5,384,0,0,0,2024-02-04
2234,6,508,0,0,0,2024-12-03
2235,3,703,0,0,0,2024-10-10
2236,8,962,1,277,0,2024-10-03
2237,10,238,1,163,0,2024-05-23
2238,1,999,1,219,1,2024-09-08
2239,3,332,1,156,0,2024-04-17
2240,2,896,0,0,0,2024-01-29
2241,10,89,1,191,1,2024-12-03
2242,8,819,0,0,0,2024-02-11
2243,0,193,1,170,0,2024-04-07
2244,10,733,1,111,0,2024-10-19
2245,3,264,0,0,0,2024-07-10
2246,5,111,0,0,0,2024-11-06
2247,8,366,1,214,0,2024-02-14
2248,8,405,1,160,1,2024-02-29
2249,8,919,0,0,0,2024-01-09
2250,9,962,1,134,0,2024-07-15
2251,9,342,1,183,0,2024-06-30
2252,5,364,1,211,0,2024-01-15
2253,5,512,1,302,0,2024-07-06
2254,5,840,0,0,0,2024-08-19
2255,0,197,1,218,0,2024-09-22
2256,2,996,1,184,0,2024-05-24
2257,10,267,0,0,0,2024-01-31
2258,3,154,1,194,0,2024-03-30
2259,2,782,0,0,0,2024-12-12
2260,9,962,1,132,0,2024-12-13
2261,4,229,1,187,0,2024-06-27
2262,2,881,0,0,0,2024-07-27
2263,8,974,1,251,0,2024-02-13
2264,1,72,0,0,0,2024-07-08
2265,0,638,1,150,0,2024-07-13
2266,3,774,0,0,0,2024-10-22
2267,8,438,1,212,0,2024-09-05
2268,10,206,1,273,1,2024-12-27
2269,2,102,1,194,0,2024-08-04
2270,6,997,1,173,0,2024-06-18
2271,0,47,0,0,0,2024-10-08
2272,2,984,0,0,0,2024-09-15
2273,10,467,1,176,0,2024-08-23
2274,9,461,0,0,0,2024-01-08
2275,0,356,1,165,0,2024-05-01
2276,6,727,1,206,1,2024-07-11
2277,2,199,1,159,0,2024-04-07
2278,2,40,1,165,1,2024-04-21
2279,3,617,0,0,0,2024-09-22
2280,3,445,1,258,0,2024-01-04
2281,3,522,0,0,0,2024-08-27
2282,8,299,1,194,1,2024-02-15
2283,9,589,0,0,0,2024-02-05
2284,7,546,1,219,1,2024-07-05
2285,5,997,1,244,0,2024-11-17
2286,6,799,1,227,0,2024-01-01
2287,0,841,1,163,0,2024-04-26
2288,10,306,0,0,0,2024-06-07
2289,8,804,1,167,1,2024-03-25
2290,7,539,0,0,0,2024-05-19
2291,1,665,1,192,0,2024-03-14
2292,10,906,1,179,1,2024-07-08
2293,1,674,0,0,0,2024-08-20
2294,7,805,1,125,1,2024-07-15
2295,6,242,1,120,0,2024-08-17
2296,5,395,1,183,0,2024-10-24
2297,4,488,0,0,0,2024-02-15
2298,10,734,0,0,0,2024-01-10
2299,0,165,0,0,0,2024-04-16
2300,0,881,0,0,0,2024-01-10
2301,4,625,1,76,0,2024-04-10
2302,2,470,1,241,0,2024-07-17
2303,2,947,1,186,1,2024-01-08
2304,9,772,1,273,0,2024-03-10
2305,9,77,1,193,0,2024-10-16
2306,6,490,1,36,1,2024-08-26
2307,3,108,1,226,1,2024-02-10
2308,0,750,1,176,0,2024-03-20
2309,6,165,0,0,0,2024-05-10
2310,3,854,1,164,0,2024-08-01
2311,3,183,1,185,0,2024-09-02
2312,2,11,1,204,1,2024-12-07
2313,9,774,1,222,0,2024-06-06
2314,6,953,1,193,0,2024-09-06
2315,8,443,1,158,0,2024-05-21
2316,7,172,0,0,0,2024-09-12
2317,5,311,1,150,0,2024-07-13
2318,5,773,1,157,0,2024-09-06
2319,1,312,1,205,1,2024-07-04
2320,6,909,1,109,1,2024-02-04
2321,0,660,1,176,0,2024-11-11
2322,2,749,1,105,1,2024-05-17
2323,3,10,1,242,0,2024-05-22
2324,6,274,1,270,0,2024-11-19
2325,6,565,0,0,0,2024-02-06
2326,4,49,1,215,0,2024-05-12
2327,2,958,0,0,0,2024-07-18
2328,0,415,1,215,0,2024-09-22
2329,4,628,0,0,0,2024-10-13
2330,0,459,1,94,1,2024-02-09
2331,8,877,1,228,1,2024-10-07
2332,0,367,1,237,1,2024-06-19
2333,6,69,0,0,0,2024-10-26
2334,4,368,1,136,0,2024-10-29
2335,7,91,1,163,0,2024-02-08
2336,7,397,1,162,0,2024-10-06
2337,8,946,1,130,0,2024-11-26
2338,9,447,0,0,0,2024-04-14
2339,6,314,1,167,0,2024-09-08
2340,1,658,1,243,0,2024-11-21
2341,2,601,1,158,0,2024-05-01
2342,8,95,1,217,0,2024-11-19
2343,9,399,1,148,0,2024-09-26
2344,8,820,1,187,0,2024-01-17
2345,4,895,1,126,0,2024-11-02
2346,2,701,1,191,0,2024-08-11
2347,7,628,1,107,0,2024-04-05
2348,1,980,1,226,0,2024-02-22
2349,4,688,1,298,0,2024-03-24
2350,8,175,1,194,1,2024-04-02
2351,1,161,1,178,0,2024-10-07
2352,4,218,0,0,0,2024-10-31
2353,10,771,0,0,0,2024-12-28
2354,0,301,1,196,1,2024-09-06
2355,3,325,1,189,0,2024-09-14
2356,8,967,1,148,1,2024-05-14
2357,10,291,1,239,1,2024-10-10
2358,0,557,1,152,0,2024-10-06
2359,1,240,1,258,0,2024-03-23
2360,1,970,1,151,0,2024-05-13
2361,2,557,1,198,1,2024-06-01
2362,6,6,1,209,0,2024-01-25
2363,10,824,1,226,0,2024-01-13
2364,7,347,1,147,1,2024-04-15
2365,6,838,1,184,1,2024-06-18
2366,2,168,1,142,0,2024-08-25
2367,3,579,1,186,0,2024-02-23
2368,3,581,1,222,0,2024-06-19
2369,7,106,1,236,0,2024-09-26
2370,8,870,1,99,0,2024-11-20
2371,1,295,0,0,0,2024-08-02
2372,8,763,0,0,0,2024-11-22
2373,10,6,0,0,0,2024-11-21
2374,3,412,0,0,0,2024-10-12
2375,0,983,1,115,0,2024-10-02
2376,2,281,1,229,0,2024-02-17
2377,8,470,1,197,0,2024-07-26
2378,3,746,0,0,0,2024-12-06
2379,9,779,0,0,0,2024-03-31
2380,6,793,1,116,0,2024-10-30
2381,2,969,1,182,1,2024-01-11
2382,7,255,1,163,1,2024-11-07
2383,6,762,1,161,1,2024-06-18
2384,2,500,1,96,0,2024-09-05
2385,2,664,1,240,0,2024-04-02
2386,8,422,1,191,1,2024-11-21
2387,6,315,0,0,0,2024-12-02
2388,10,840,0,0,0,2024-12-21
2389,6,187,1,90,0,2024-02-02
2390,0,954,1,162,0,2024-05-30
2391,7,151,1,308,0,2024-05-11
2392,9,179,1,130,0,2024-12-02
2393,7,599,0,0,0,2024-09-05
2394,6,235,1,223,0,2024-06-06
2395,7,502,1,104,0,2024-07-25
2396,6,634,1,198,0,2024-02-03
2397,0,487,0,0,0,2024-03-18
2398,8,518,0,0,0,2024-12-14
2399,9,444,0,0,0,2024-02-02
2400,0,836,0,0,0,2024-07-08
2401,7,428,1,193,0,2024-01-06
2402,6,775,1,142,0,2024-04-20
2403,4,127,0,0,0,2024-01-16
2404,6,932,1,152,1,2024-03-25
2405,6,212,0,0,0,2024-12-13
2406,7,892,0,0,0,2024-11-08
2407,10,579,0,0,0,2024-09-12
2408,4,191,1,252,0,2024-05-11
2409,5,761,1,173,0,2024-08-05
2410,5,554,1,214,0,2024-12-14
2411,0,486,1,280,0,2024-02-14
2412,7,382,0,0,0,2024-07-29
2413,8,646,1,160,0,2024-07-17
2414,6,486,1,241,1,2024-08-08
2415,0,235,0,0,0,2024-03-14
2416,0,289,1,67,0,2024-10-05
2417,2,254,1,248,0,2024-05-23
2418,8,606,1,180,1,2024-01-09
2419,2,728,1,139,0,2024-06-15
2420,5,453,0,0,0,2024-06-26
2421,1,881,1,230,1,2024-02-23
2422,5,253,1,182,0,2024-06-21
2423,1,763,1,130,0,2024-10-22
2424,9,872,1,160,0,2024-06-10
2425,8,240,1,111,1,2024-12-23
2426,4,635,1,213,1,2024-05-19
2427,8,318,0,0,0,2024-11-29
2428,10,633,0,0,0,2024-02-20
2429,8,477,0,0,0,2024-10-23
2430,1,296,1,175,0,2024-05-01
2431,2,532,1,225,1,2024-02-05
2432,5,372,0,0,0,2024-01-24
2433,6,79,0,0,0,2024-09-14
2434,0,743,1,228,0,2024-08-18
2435,5,209,0,0,0,2024-09-11
2436,7,641,1,92,0,2024-03-05
2437,9,750,1,68,0,2024-12-29
2438,3,695,0,0,0,2024-11-01
2439,6,218,1,125,1,2024-11-18
2440,3,501,1,182,0,2024-12-15
2441,7,965,1,77,0,2024-04-18
2442,8,845,0,0,0,2024-11-18
2443,5,967,0,0,0,2024-09-13
2444,4,788,1,169,0,2024-10-08
2445,7,135,1,238,0,2024-04-07
2446,1,745,1,152,0,2024-07-14
2447,6,703,0,0,0,2024-04-27
2448,9,815,0,0,0,2024-08-14
2449,10,111,0,0,0,2024-01-08
2450,1,15,1,225,0,2024-12-17
2451,10,984,1,259,1,2024-10-01
2452,8,853,0,0,0,2024-10-06
2453,9,736,1,157,0,2024-12-26
2454,0,684,1,168,1,2024-10-26
2455,4,818,1,182,0,2024-12-20
2456,6,616,1,194,0,2024-11-28
2457,0,858,1,180,1,2024-01-06
2458,8,858,1,173,1,2024-04-03
2459,4,270,0,0,0,2024-04-08
2460,1,719,1,166,1,2024-04-28
2461,8,251,0,0,0,2024-01-28
2462,7,459,1,151,1,2024-10-18
2463,10,719,1,214,0,2024-12-28
2464,10,623,1,162,0,2024-12-29
2465,3,759,1,240,0,2024-11-03
2466,4,913,1,185,1,2024-12-05
2467,10,140,0,0,0,2024-05-22
2468,2,492,0,0,0,2024-05-07
2469,6,417,0,0,0,2024-05-20
2470,10,81,0,0,0,2024-08-26
2471,10,150,1,103,0,2024-04-26
2472,6,118,1,165,1,2024-10-17
2473,8,534,1,216,0,2024-02-06
2474,5,562,0,0,0,2024-03-04
2475,7,585,1,229,0,2024-09-21
2476,3,751,1,150,1,2024-01-28
2477,6,395,1,232,1,2024-07-05
2478,4,120,1,105,0,2024-02-29
2479,7,843,1,245,0,2024-10-16
2480,8,88,1,183,0,2024-09-05
2481,0,349,0,0,0,2024-10-22
2482,5,137,1,120,0,2024-11-02
2483,5,800,0,0,0,2024-12-02
2484,6,455,1,249,0,2024-12-17
2485,3,122,0,0,0,2024-12-26
2486,2,674,1,207,0,2024-04-29
2487,5,439,1,191,1,2024-05-29
2488,0,268,0,0,0,2024-04-21
2489,2,664,1,181,1,2024-10-30
2490,0,778,1,183,0,2024-07-23
2491,1,531,0,0,0,2024-12-06
2492,7,894,1,184,1,2024-08-31
2493,3,567,1,237,0,2024-08-01
2494,9,17,1,93,0,2024-05-13
2495,6,758,1,144,0,2024-08-24
2496,0,975,0,0,0,2024-06-30
2497,4,286,1,208,0,2024-05-17
2498,10,611,1,98,0,2024-05-18
2499,8,231,1,148,0,2024-11-09
2500,8,59,1,253,0,2024-03-18
2501,2,124,0,0,0,2024-03-02
2502,0,482,0,0,0,2024-02-01
2503,6,389,1,65,0,2024-12-22
2504,8,401,1,128,0,2024-06-18
2505,8,263,1,231,0,2024-11-29
2506,6,928,1,145,0,2024-10-23
2507,9,477,1,218,0,2024-01-23
2508,7,185,1,233,1,2024-12-07
2509,1,154,1,138,0,2024-06-24
2510,10,829,0,0,0,2024-07-27
2511,1,313,0,0,0,2024-01-12
2512,3,893,0,0,0,2024-03-29
2513,6,494,1,247,0,2024-01-30
2514,7,198,1,192,0,2024-12-08
2515,2,249,1,238,0,2024-01-21
2516,7,988,0,0,0,2024-03-10
2517,8,934,1,220,1,2024-01-07
2518,0,669,0,0,0,2024-03-15
2519,4,929,0,0,0,2024-12-30
2520,8,609,0,0,0,2024-08-17
2521,10,131,1,156,0,2024-07-14
2522,9,690,1,239,0,2024-03-29
2523,2,204,0,0,0,2024-11-14
2524,9,30,1,199,0,2024-11-12
2525,6,539,1,141,0,2024-05-13
2526,0,915,0,0,0,2024-08-29
2527,1,50,1,132,0,2024-05-14
2528,6,109,0,0,0,2024-03-31
2529,2,240,1,115,0,2024-05-29
2530,5,282,1,216,0,2024-01-25
2531,7,742,0,0,0,2024-10-07
2532,0,517,1,177,1,2024-01-14
2533,3,352,1,140,1,2024-07-22
2534,4,412,0,0,0,2024-01-18
2535,7,220,1,167,1,2024-10-16
2536,4,886,1,160,0,2024-10-17
2537,1,322,1,236,0,2024-02-18
2538,10,853,1,142,1,2024-11-07
2539,0,74,1,170,0,2024-07-13
2540,2,723,1,116,1,2024-07-05
2541,10,391,1,189,0,2024-05-19
2542,0,478,1,206,1,2024-11-25
2543,5,529,1,192,0,2024-11-08
2544,10,693,1,172,0,2024-08-03
2545,5,594,0,0,0,2024-10-17
2546,8,207,1,144,1,2024-06-13
2547,4,733,1,156,1,2024-11-10
2548,2,707,0,0,0,2024-09-03
2549,8,2,0,0,0,2024-06-18
2550,1,200,1,168,0,2024-06-18
2551,5,198,1,174,1,2024-06-03
2552,10,668,0,0,0,2024-10-02
2553,10,673,1,186,0,2024-09-20
2554,0,643,0,0,0,2024-07-15
2555,10,273,1,66,1,2024-04-17
2556,0,62,0,0,0,2024-11-06
2557,0,43,1,190,1,2024-03-05
2558,5,304,0,0,0,2024-01-04
2559,5,185,0,0,0,2024-07-01
2560,6,718,0,0,0,2024-05-29
2561,6,763,0,0,0,2024-09-13
2562,1,329,0,0,0,2024-03-27
2563,7,180,0,0,0,2024-08-28
2564,8,605,1,207,0,2024-02-12
2565,2,413,1,186,0,2024-05-04
2566,4,210,1,225,0,2024-11-19
2567,9,619,1,178,0,2024-09-23
2568,10,702,1,132,0,2024-12-12
2569,7,995,1,107,0,2024-08-10
2570,10,457,1,160,0,2024-12-11
2571,2,316,0,0,0,2024-11-10
2572,9,5,1,222,1,2024-12-12
2573,5,401,1,267,0,2024-07-28
2574,0,967,0,0,0,2024-01-02
2575,2,848,0,0,0,2024-03-06
2576,7,252,0,0,0,2024-07-31
2577,6,573,1,210,0,2024-08-24
2578,0,303,0,0,0,2024-10-22
2579,4,46,1,113,1,2024-11-06
2580,10,374,0,0,0,2024-09-19
2581,0,928,0,0,0,2024-10-18
2582,5,903,1,165,0,2024-04-01
2583,1,736,0,0,0,2024-01-20
2584,3,787,1,174,1,2024-02-05
2585,6,556,1,165,0,2024-07-20
2586,8,252,0,0,0,2024-10-09
2587,10,294,0,0,0,2024-06-08
2588,6,178,1,136,0,2024-12-02
2589,9,56,0,0,0,2024-10-07
2590,1,9,1,160,1,2024-03-26
2591,9,341,0,0,0,2024-11-09
2592,8,23,1,126,1,2024-01-02
2593,8,944,1,254,1,2024-02-26
2594,6,650,1,206,1,2024-09-01
2595,0,186,1,160,0,2024-10-25
